No.  Resultado    n_1/i     n_2/i      n_3/i       n_4/i     n_5/i      n_6/i
60        2        0.2        0.2        0.18333333333333332        0.11666666666666667        0.2        0.1
61        5        0.19672131147540983        0.19672131147540983        0.18032786885245902        0.11475409836065574        0.21311475409836064        0.09836065573770492
62        4        0.1935483870967742        0.1935483870967742        0.1774193548387097        0.12903225806451613        0.20967741935483872        0.0967741935483871
63        1        0.20634920634920634        0.19047619047619047        0.1746031746031746        0.12698412698412698        0.20634920634920634        0.09523809523809523
64        5        0.203125        0.1875        0.171875        0.125        0.21875        0.09375
65        2        0.2        0.2        0.16923076923076924        0.12307692307692308        0.2153846153846154        0.09230769230769231
66        1        0.21212121212121213        0.19696969696969696        0.16666666666666666        0.12121212121212122        0.21212121212121213        0.09090909090909091
67        3        0.208955223880597        0.19402985074626866        0.1791044776119403        0.11940298507462686        0.208955223880597        0.08955223880597014
68        3        0.20588235294117646        0.19117647058823528        0.19117647058823528        0.11764705882352941        0.20588235294117646        0.08823529411764706
69        4        0.2028985507246377        0.18840579710144928        0.18840579710144928        0.13043478260869565        0.2028985507246377        0.08695652173913043
70        1        0.21428571428571427        0.18571428571428572        0.18571428571428572        0.12857142857142856        0.2        0.08571428571428572
71        6        0.2112676056338028        0.18309859154929578        0.18309859154929578        0.1267605633802817        0.19718309859154928        0.09859154929577464
72        4        0.20833333333333334        0.18055555555555555        0.18055555555555555        0.1388888888888889        0.19444444444444445        0.09722222222222222
73        1        0.2191780821917808        0.1780821917808219        0.1780821917808219        0.136986301369863        0.1917808219178082        0.0958904109589041
74        3        0.21621621621621623        0.17567567567567569        0.1891891891891892        0.13513513513513514        0.1891891891891892        0.0945945945945946
75        5        0.21333333333333335        0.17333333333333334        0.18666666666666668        0.13333333333333333        0.2        0.09333333333333334
76        6        0.21052631578947367        0.17105263157894737        0.18421052631578946        0.13157894736842105        0.19736842105263158        0.10526315789473684
77        1        0.22077922077922077        0.16883116883116883        0.18181818181818182        0.12987012987012986        0.19480519480519481        0.1038961038961039
78        6        0.21794871794871795        0.16666666666666666        0.1794871794871795        0.1282051282051282        0.19230769230769232        0.11538461538461539
79        5        0.21518987341772153        0.16455696202531644        0.17721518987341772        0.12658227848101267        0.20253164556962025        0.11392405063291139
80        3        0.2125        0.1625        0.1875        0.125        0.2        0.1125
81        1        0.2222222222222222        0.16049382716049382        0.18518518518518517        0.12345679012345678        0.19753086419753085        0.1111111111111111
82        4        0.21951219512195122        0.15853658536585366        0.18292682926829268        0.13414634146341464        0.1951219512195122        0.10975609756097561
83        1        0.2289156626506024        0.1566265060240964        0.18072289156626506        0.13253012048192772        0.1927710843373494        0.10843373493975904
84        5        0.2261904761904762        0.15476190476190477        0.17857142857142858        0.13095238095238096        0.20238095238095238        0.10714285714285714
85        3        0.2235294117647059        0.15294117647058825        0.18823529411764706        0.12941176470588237        0.2        0.10588235294117647
86        2        0.22093023255813954        0.16279069767441862        0.18604651162790697        0.12790697674418605        0.19767441860465115        0.10465116279069768
87        1        0.22988505747126436        0.16091954022988506        0.1839080459770115        0.12643678160919541        0.19540229885057472        0.10344827586206896
88        2        0.22727272727272727        0.17045454545454544        0.18181818181818182        0.125        0.19318181818181818        0.10227272727272728
89        3        0.2247191011235955        0.16853932584269662        0.19101123595505617        0.12359550561797752        0.19101123595505617        0.10112359550561797
90        1        0.23333333333333334        0.16666666666666666        0.18888888888888888        0.12222222222222222        0.18888888888888888        0.1
91        5        0.23076923076923078        0.16483516483516483        0.18681318681318682        0.12087912087912088        0.1978021978021978        0.0989010989010989
92        1        0.2391304347826087        0.16304347826086957        0.18478260869565216        0.11956521739130435        0.1956521739130435        0.09782608695652174
93        3        0.23655913978494625        0.16129032258064516        0.1935483870967742        0.11827956989247312        0.1935483870967742        0.0967741935483871
94        1        0.24468085106382978        0.1595744680851064        0.19148936170212766        0.11702127659574468        0.19148936170212766        0.09574468085106383
95        6        0.24210526315789474        0.15789473684210525        0.18947368421052632        0.11578947368421053        0.18947368421052632        0.10526315789473684
96        6        0.23958333333333334        0.15625        0.1875        0.11458333333333333        0.1875        0.11458333333333333
97        2        0.23711340206185566        0.16494845360824742        0.18556701030927836        0.1134020618556701        0.18556701030927836        0.1134020618556701
98        6        0.23469387755102042        0.16326530612244897        0.1836734693877551        0.11224489795918367        0.1836734693877551        0.12244897959183673
99        6        0.23232323232323232        0.16161616161616163        0.18181818181818182        0.1111111111111111        0.18181818181818182        0.13131313131313133
100        5        0.23        0.16        0.18        0.11        0.19        0.13
101        3        0.22772277227722773        0.15841584158415842        0.18811881188118812        0.10891089108910891        0.18811881188118812        0.12871287128712872
102        2        0.22549019607843138        0.16666666666666666        0.18627450980392157        0.10784313725490197        0.18627450980392157        0.12745098039215685
103        2        0.22330097087378642        0.17475728155339806        0.18446601941747573        0.10679611650485436        0.18446601941747573        0.1262135922330097
104        1        0.23076923076923078        0.17307692307692307        0.18269230769230768        0.10576923076923077        0.18269230769230768        0.125
105        2        0.22857142857142856        0.18095238095238095        0.18095238095238095        0.10476190476190476        0.18095238095238095        0.12380952380952381
106        3        0.22641509433962265        0.1792452830188679        0.18867924528301888        0.10377358490566038        0.1792452830188679        0.12264150943396226
107        2        0.22429906542056074        0.18691588785046728        0.18691588785046728        0.102803738317757        0.17757009345794392        0.12149532710280374
108        6        0.2222222222222222        0.18518518518518517        0.18518518518518517        0.10185185185185185        0.17592592592592593        0.12962962962962962
109        6        0.22018348623853212        0.1834862385321101        0.1834862385321101        0.10091743119266056        0.1743119266055046        0.13761467889908258
110        5        0.21818181818181817        0.18181818181818182        0.18181818181818182        0.1        0.18181818181818182        0.13636363636363635
111        3        0.21621621621621623        0.18018018018018017        0.1891891891891892        0.0990990990990991        0.18018018018018017        0.13513513513513514
112        6        0.21428571428571427        0.17857142857142858        0.1875        0.09821428571428571        0.17857142857142858        0.14285714285714285
113        4        0.21238938053097345        0.17699115044247787        0.18584070796460178        0.10619469026548672        0.17699115044247787        0.1415929203539823
114        3        0.21052631578947367        0.17543859649122806        0.19298245614035087        0.10526315789473684        0.17543859649122806        0.14035087719298245
115        3        0.20869565217391303        0.17391304347826086        0.2        0.10434782608695652        0.17391304347826086        0.1391304347826087
116        2        0.20689655172413793        0.1810344827586207        0.19827586206896552        0.10344827586206896        0.1724137931034483        0.13793103448275862
117        1        0.21367521367521367        0.1794871794871795        0.19658119658119658        0.10256410256410256        0.17094017094017094        0.13675213675213677
118        2        0.211864406779661        0.1864406779661017        0.19491525423728814        0.1016949152542373        0.1694915254237288        0.13559322033898305
119        4        0.21008403361344538        0.18487394957983194        0.19327731092436976        0.1092436974789916        0.16806722689075632        0.13445378151260504
120        1        0.21666666666666667        0.18333333333333332        0.19166666666666668        0.10833333333333334        0.16666666666666666        0.13333333333333333
121        6        0.21487603305785125        0.18181818181818182        0.19008264462809918        0.10743801652892562        0.1652892561983471        0.14049586776859505
122        3        0.21311475409836064        0.18032786885245902        0.19672131147540983        0.10655737704918032        0.16393442622950818        0.13934426229508196
123        1        0.21951219512195122        0.17886178861788618        0.1951219512195122        0.10569105691056911        0.16260162601626016        0.13821138211382114
124        5        0.21774193548387097        0.1774193548387097        0.1935483870967742        0.10483870967741936        0.1693548387096774        0.13709677419354838
125        1        0.224        0.176        0.192        0.104        0.168        0.136
126        4        0.2222222222222222        0.1746031746031746        0.19047619047619047        0.1111111111111111        0.16666666666666666        0.1349206349206349
127        5        0.2204724409448819        0.1732283464566929        0.1889763779527559        0.11023622047244094        0.1732283464566929        0.13385826771653545
128        4        0.21875        0.171875        0.1875        0.1171875        0.171875        0.1328125
129        5        0.21705426356589147        0.17054263565891473        0.18604651162790697        0.11627906976744186        0.17829457364341086        0.13178294573643412
130        3        0.2153846153846154        0.16923076923076924        0.19230769230769232        0.11538461538461539        0.17692307692307693        0.13076923076923078
131        4        0.21374045801526717        0.16793893129770993        0.19083969465648856        0.12213740458015267        0.17557251908396945        0.1297709923664122
132        2        0.21212121212121213        0.17424242424242425        0.1893939393939394        0.12121212121212122        0.17424242424242425        0.12878787878787878
133        3        0.21052631578947367        0.17293233082706766        0.19548872180451127        0.12030075187969924        0.17293233082706766        0.12781954887218044
134        2        0.208955223880597        0.1791044776119403        0.19402985074626866        0.11940298507462686        0.17164179104477612        0.12686567164179105
135        5        0.2074074074074074        0.17777777777777778        0.1925925925925926        0.11851851851851852        0.17777777777777778        0.1259259259259259
136        3        0.20588235294117646        0.17647058823529413        0.19852941176470587        0.11764705882352941        0.17647058823529413        0.125
137        5        0.20437956204379562        0.17518248175182483        0.19708029197080293        0.11678832116788321        0.18248175182481752        0.12408759124087591
138        6        0.2028985507246377        0.17391304347826086        0.1956521739130435        0.11594202898550725        0.18115942028985507        0.13043478260869565
139        5        0.2014388489208633        0.17266187050359713        0.19424460431654678        0.11510791366906475        0.18705035971223022        0.12949640287769784
140        1        0.20714285714285716        0.17142857142857143        0.19285714285714287        0.11428571428571428        0.18571428571428572        0.12857142857142856
141        3        0.20567375886524822        0.1702127659574468        0.19858156028368795        0.11347517730496454        0.18439716312056736        0.1276595744680851
142        2        0.20422535211267606        0.176056338028169        0.19718309859154928        0.11267605633802817        0.18309859154929578        0.1267605633802817
143        4        0.20279720279720279        0.17482517482517482        0.1958041958041958        0.11888111888111888        0.18181818181818182        0.1258741258741259
144        3        0.2013888888888889        0.1736111111111111        0.2013888888888889        0.11805555555555555        0.18055555555555555        0.125
145        5        0.2        0.1724137931034483        0.2        0.11724137931034483        0.18620689655172415        0.12413793103448276
146        2        0.19863013698630136        0.1780821917808219        0.19863013698630136        0.11643835616438356        0.18493150684931506        0.1232876712328767
147        3        0.19727891156462585        0.17687074829931973        0.20408163265306123        0.11564625850340136        0.1836734693877551        0.12244897959183673
148        5        0.19594594594594594        0.17567567567567569        0.20270270270270271        0.11486486486486487        0.1891891891891892        0.12162162162162163
149        4        0.19463087248322147        0.174496644295302        0.20134228187919462        0.12080536912751678        0.18791946308724833        0.12080536912751678
150        4        0.19333333333333333        0.17333333333333334        0.2        0.12666666666666668        0.18666666666666668        0.12
151        4        0.19205298013245034        0.17218543046357615        0.1986754966887417        0.13245033112582782        0.18543046357615894        0.11920529801324503
152        2        0.19078947368421054        0.17763157894736842        0.19736842105263158        0.13157894736842105        0.18421052631578946        0.11842105263157894
153        1        0.19607843137254902        0.17647058823529413        0.19607843137254902        0.13071895424836602        0.1830065359477124        0.11764705882352941
154        3        0.19480519480519481        0.17532467532467533        0.2012987012987013        0.12987012987012986        0.18181818181818182        0.11688311688311688
155        2        0.1935483870967742        0.18064516129032257        0.2        0.12903225806451613        0.18064516129032257        0.11612903225806452
156        2        0.19230769230769232        0.1858974358974359        0.1987179487179487        0.1282051282051282        0.1794871794871795        0.11538461538461539
157        6        0.1910828025477707        0.18471337579617833        0.19745222929936307        0.12738853503184713        0.17834394904458598        0.12101910828025478
158        2        0.189873417721519        0.189873417721519        0.1962025316455696        0.12658227848101267        0.17721518987341772        0.12025316455696203
159        2        0.18867924528301888        0.1949685534591195        0.1949685534591195        0.12578616352201258        0.1761006289308176        0.11949685534591195
160        4        0.1875        0.19375        0.19375        0.13125        0.175        0.11875
161        2        0.18633540372670807        0.19875776397515527        0.19254658385093168        0.13043478260869565        0.17391304347826086        0.11801242236024845
162        3        0.18518518518518517        0.19753086419753085        0.19753086419753085        0.12962962962962962        0.1728395061728395        0.11728395061728394
163        6        0.18404907975460122        0.19631901840490798        0.19631901840490798        0.12883435582822086        0.17177914110429449        0.12269938650306748
164        1        0.18902439024390244        0.1951219512195122        0.1951219512195122        0.12804878048780488        0.17073170731707318        0.12195121951219512
165        5        0.18787878787878787        0.19393939393939394        0.19393939393939394        0.12727272727272726        0.17575757575757575        0.12121212121212122
166        1        0.1927710843373494        0.1927710843373494        0.1927710843373494        0.12650602409638553        0.1746987951807229        0.12048192771084337
167        1        0.19760479041916168        0.19161676646706588        0.19161676646706588        0.12574850299401197        0.17365269461077845        0.11976047904191617
168        3        0.19642857142857142        0.19047619047619047        0.19642857142857142        0.125        0.17261904761904762        0.11904761904761904
169        3        0.1952662721893491        0.1893491124260355        0.20118343195266272        0.1242603550295858        0.17159763313609466        0.11834319526627218
170        3        0.19411764705882353        0.18823529411764706        0.20588235294117646        0.12352941176470589        0.17058823529411765        0.11764705882352941
171        4        0.19298245614035087        0.1871345029239766        0.2046783625730994        0.1286549707602339        0.1695906432748538        0.11695906432748537
172        3        0.19186046511627908        0.18604651162790697        0.20930232558139536        0.12790697674418605        0.1686046511627907        0.11627906976744186
173        2        0.1907514450867052        0.1907514450867052        0.20809248554913296        0.12716763005780346        0.1676300578034682        0.11560693641618497
174        6        0.1896551724137931        0.1896551724137931        0.20689655172413793        0.12643678160919541        0.16666666666666666        0.1206896551724138
175        2        0.18857142857142858        0.19428571428571428        0.2057142857142857        0.12571428571428572        0.1657142857142857        0.12
176        2        0.1875        0.19886363636363635        0.20454545454545456        0.125        0.16477272727272727        0.11931818181818182
177        3        0.1864406779661017        0.1977401129943503        0.20903954802259886        0.12429378531073447        0.1638418079096045        0.11864406779661017
178        3        0.1853932584269663        0.19662921348314608        0.21348314606741572        0.12359550561797752        0.16292134831460675        0.11797752808988764
179        4        0.18435754189944134        0.19553072625698323        0.2122905027932961        0.12849162011173185        0.16201117318435754        0.11731843575418995
180        2        0.18333333333333332        0.2        0.2111111111111111        0.12777777777777777        0.16111111111111112        0.11666666666666667
181        4        0.18232044198895028        0.19889502762430938        0.20994475138121546        0.13259668508287292        0.16022099447513813        0.11602209944751381
182        5        0.1813186813186813        0.1978021978021978        0.2087912087912088        0.13186813186813187        0.16483516483516483        0.11538461538461539
183        4        0.18032786885245902        0.19672131147540983        0.20765027322404372        0.1366120218579235        0.16393442622950818        0.11475409836065574
184        2        0.1793478260869565        0.20108695652173914        0.20652173913043478        0.1358695652173913        0.16304347826086957        0.11413043478260869
185        6        0.1783783783783784        0.2        0.20540540540540542        0.13513513513513514        0.16216216216216217        0.11891891891891893
186        4        0.1774193548387097        0.1989247311827957        0.20430107526881722        0.13978494623655913        0.16129032258064516        0.11827956989247312
187        3        0.17647058823529413        0.19786096256684493        0.20855614973262032        0.13903743315508021        0.16042780748663102        0.11764705882352941
188        6        0.17553191489361702        0.19680851063829788        0.2074468085106383        0.13829787234042554        0.1595744680851064        0.12234042553191489
189        3        0.1746031746031746        0.19576719576719576        0.21164021164021163        0.13756613756613756        0.15873015873015872        0.12169312169312169
190        1        0.17894736842105263        0.19473684210526315        0.21052631578947367        0.1368421052631579        0.15789473684210525        0.12105263157894737
191        6        0.17801047120418848        0.193717277486911        0.2094240837696335        0.13612565445026178        0.15706806282722513        0.1256544502617801
192        5        0.17708333333333334        0.19270833333333334        0.20833333333333334        0.13541666666666666        0.16145833333333334        0.125
193        1        0.18134715025906736        0.19170984455958548        0.20725388601036268        0.13471502590673576        0.16062176165803108        0.12435233160621761
194        3        0.18041237113402062        0.19072164948453607        0.211340206185567        0.13402061855670103        0.15979381443298968        0.12371134020618557
195        6        0.1794871794871795        0.18974358974358974        0.21025641025641026        0.13333333333333333        0.15897435897435896        0.1282051282051282
196        3        0.17857142857142858        0.18877551020408162        0.21428571428571427        0.1326530612244898        0.15816326530612246        0.12755102040816327
197        4        0.17766497461928935        0.18781725888324874        0.2131979695431472        0.13705583756345177        0.15736040609137056        0.12690355329949238
198        1        0.18181818181818182        0.18686868686868688        0.21212121212121213        0.13636363636363635        0.15656565656565657        0.12626262626262627
199        3        0.18090452261306533        0.18592964824120603        0.21608040201005024        0.135678391959799        0.15577889447236182        0.12562814070351758
200        4        0.18        0.185        0.215        0.14        0.155        0.125
201        4        0.1791044776119403        0.18407960199004975        0.21393034825870647        0.14427860696517414        0.15422885572139303        0.12437810945273632
202        1        0.18316831683168316        0.18316831683168316        0.21287128712871287        0.14356435643564355        0.15346534653465346        0.12376237623762376
203        4        0.18226600985221675        0.18226600985221675        0.21182266009852216        0.1477832512315271        0.15270935960591134        0.12315270935960591
204        5        0.18137254901960784        0.18137254901960784        0.2107843137254902        0.14705882352941177        0.1568627450980392        0.12254901960784313
205        3        0.18048780487804877        0.18048780487804877        0.2146341463414634        0.14634146341463414        0.15609756097560976        0.12195121951219512
206        1        0.18446601941747573        0.1796116504854369        0.21359223300970873        0.14563106796116504        0.1553398058252427        0.12135922330097088
207        3        0.18357487922705315        0.178743961352657        0.21739130434782608        0.14492753623188406        0.15458937198067632        0.12077294685990338
208        4        0.18269230769230768        0.1778846153846154        0.21634615384615385        0.14903846153846154        0.15384615384615385        0.1201923076923077
209        3        0.18181818181818182        0.17703349282296652        0.22009569377990432        0.14832535885167464        0.15311004784688995        0.11961722488038277
210        2        0.18095238095238095        0.18095238095238095        0.21904761904761905        0.14761904761904762        0.1523809523809524        0.11904761904761904
211        1        0.1848341232227488        0.18009478672985782        0.21800947867298578        0.14691943127962084        0.15165876777251186        0.11848341232227488
212        3        0.18396226415094338        0.1792452830188679        0.22169811320754718        0.14622641509433962        0.1509433962264151        0.1179245283018868
213        4        0.18309859154929578        0.1784037558685446        0.22065727699530516        0.15023474178403756        0.15023474178403756        0.11737089201877934
214        2        0.1822429906542056        0.1822429906542056        0.21962616822429906        0.14953271028037382        0.14953271028037382        0.11682242990654206
215        1        0.18604651162790697        0.1813953488372093        0.2186046511627907        0.14883720930232558        0.14883720930232558        0.11627906976744186
216        1        0.18981481481481483        0.18055555555555555        0.2175925925925926        0.14814814814814814        0.14814814814814814        0.11574074074074074
217        4        0.1889400921658986        0.17972350230414746        0.21658986175115208        0.15207373271889402        0.14746543778801843        0.1152073732718894
218        3        0.18807339449541285        0.17889908256880735        0.22018348623853212        0.15137614678899083        0.14678899082568808        0.11467889908256881
219        5        0.1872146118721461        0.1780821917808219        0.2191780821917808        0.1506849315068493        0.1506849315068493        0.1141552511415525
220        6        0.18636363636363637        0.17727272727272728        0.21818181818181817        0.15        0.15        0.11818181818181818
221        4        0.18552036199095023        0.17647058823529413        0.2171945701357466        0.15384615384615385        0.1493212669683258        0.11764705882352941
222        2        0.18468468468468469        0.18018018018018017        0.21621621621621623        0.15315315315315314        0.14864864864864866        0.11711711711711711
223        2        0.18385650224215247        0.18385650224215247        0.21524663677130046        0.15246636771300448        0.14798206278026907        0.11659192825112108
224        1        0.1875        0.18303571428571427        0.21428571428571427        0.15178571428571427        0.14732142857142858        0.11607142857142858
225        6        0.18666666666666668        0.18222222222222223        0.21333333333333335        0.1511111111111111        0.14666666666666667        0.12
226        6        0.18584070796460178        0.18141592920353983        0.21238938053097345        0.1504424778761062        0.14601769911504425        0.12389380530973451
227        4        0.18502202643171806        0.18061674008810572        0.21145374449339208        0.15418502202643172        0.14537444933920704        0.12334801762114538
228        1        0.18859649122807018        0.17982456140350878        0.21052631578947367        0.15350877192982457        0.14473684210526316        0.12280701754385964
229        6        0.18777292576419213        0.17903930131004367        0.2096069868995633        0.15283842794759825        0.14410480349344978        0.12663755458515283
230        2        0.18695652173913044        0.1826086956521739        0.20869565217391303        0.15217391304347827        0.14347826086956522        0.12608695652173912
231        5        0.18614718614718614        0.18181818181818182        0.2077922077922078        0.15151515151515152        0.1471861471861472        0.12554112554112554
232        3        0.1853448275862069        0.1810344827586207        0.21120689655172414        0.15086206896551724        0.14655172413793102        0.125
233        4        0.18454935622317598        0.18025751072961374        0.21030042918454936        0.15450643776824036        0.1459227467811159        0.12446351931330472
234        5        0.18376068376068377        0.1794871794871795        0.2094017094017094        0.15384615384615385        0.14957264957264957        0.12393162393162394
235        2        0.1829787234042553        0.1829787234042553        0.20851063829787234        0.15319148936170213        0.14893617021276595        0.12340425531914893
236        1        0.1864406779661017        0.18220338983050846        0.2076271186440678        0.15254237288135594        0.1483050847457627        0.1228813559322034
237        3        0.18565400843881857        0.18143459915611815        0.2109704641350211        0.1518987341772152        0.14767932489451477        0.12236286919831224
238        1        0.18907563025210083        0.18067226890756302        0.21008403361344538        0.15126050420168066        0.14705882352941177        0.12184873949579832
239        4        0.18828451882845187        0.1799163179916318        0.20920502092050208        0.15481171548117154        0.14644351464435146        0.12133891213389121
240        5        0.1875        0.17916666666666667        0.20833333333333334        0.15416666666666667        0.15        0.12083333333333333
241        1        0.1908713692946058        0.17842323651452283        0.2074688796680498        0.15352697095435686        0.14937759336099585        0.12033195020746888
242        2        0.19008264462809918        0.18181818181818182        0.2066115702479339        0.15289256198347106        0.1487603305785124        0.11983471074380166
243        6        0.18930041152263374        0.18106995884773663        0.205761316872428        0.1522633744855967        0.14814814814814814        0.12345679012345678
244        1        0.19262295081967212        0.18032786885245902        0.20491803278688525        0.15163934426229508        0.14754098360655737        0.12295081967213115
245        5        0.19183673469387755        0.17959183673469387        0.20408163265306123        0.1510204081632653        0.1510204081632653        0.12244897959183673
246        1        0.1951219512195122        0.17886178861788618        0.2032520325203252        0.15040650406504066        0.15040650406504066        0.12195121951219512
247        4        0.19433198380566802        0.17813765182186234        0.20242914979757085        0.15384615384615385        0.14979757085020243        0.1214574898785425
248        3        0.1935483870967742        0.1774193548387097        0.2056451612903226        0.1532258064516129        0.14919354838709678        0.12096774193548387
249        2        0.1927710843373494        0.18072289156626506        0.20481927710843373        0.15261044176706828        0.14859437751004015        0.12048192771084337
250        4        0.192        0.18        0.204        0.156        0.148        0.12
251        3        0.19123505976095617        0.17928286852589642        0.20717131474103587        0.1553784860557769        0.14741035856573706        0.11952191235059761
252        5        0.19047619047619047        0.17857142857142858        0.20634920634920634        0.15476190476190477        0.15079365079365079        0.11904761904761904
253        5        0.18972332015810275        0.17786561264822134        0.20553359683794467        0.1541501976284585        0.1541501976284585        0.11857707509881422
254        5        0.1889763779527559        0.17716535433070865        0.2047244094488189        0.15354330708661418        0.15748031496062992        0.11811023622047244
255        4        0.18823529411764706        0.17647058823529413        0.20392156862745098        0.1568627450980392        0.1568627450980392        0.11764705882352941
256        3        0.1875        0.17578125        0.20703125        0.15625        0.15625        0.1171875
